,Cluster ID,Taxonomy,Kingdom,Subkingdom,Phylum,Class,Order/Sublcass,Family,Genus,Species,Total,1. ICM_APP_Ev9;APP_0001_2005_09_17,2. ICM_APP_Ev9;APP_0002_2005_09_18,3. ICM_APP_Ev9;APP_0003_2005_09_21,4. ICM_APP_Ev9;APP_0004_2004_05_17,5. ICM_APP_Ev9;APP_0005_2005_01_13,6. ICM_APP_Ev9;APP_0006_2005_01_13,7. ICM_APP_Ev9;APP_0007_2005_05_23,8. ICM_APP_Ev9;APP_0008_2005_05_23,9. ICM_AWP_Ev9;AWP_0017_2007_08_26,10. ICM_AWP_Ev9;AWP_0020_2007_08_26,11. ICM_DOF_Ev9;DOF_0001_1997_02_04,12. ICM_DSE_Ev9;DSE_0001_2008_08_11,13. ICM_DSE_Ev9;DSE_0002_2008_08_11,14. ICM_DSE_Ev9;DSE_0003_2008_08_11,15. ICM_DSE_Ev9;DSE_0004_2008_06_20,16. ICM_DSE_Ev9;DSE_0005_2008_08_11,17. ICM_DSE_Ev9;DSE_0006_2008_06_20,18. ICM_GPS_Ev9;GPS_0001_2001_10_29,19. ICM_GPS_Ev9;GPS_0002_2001_10_29,20. ICM_GPS_Ev9;GPS_0003_2005_11_14,21. ICM_GPS_Ev9;GPS_0004_2005_11_14,22. ICM_GPS_Ev9;GPS_0005_2005_12_07,23. ICM_GPS_Ev9;GPS_0006_2000_08_24,24. ICM_GPS_Ev9;GPS_0007_2000_08_24,25. ICM_GPS_Ev9;GPS_0008_2002_08_12,26. ICM_GPS_Ev9;GPS_0009_2002_08_11,27. ICM_GPS_Ev9;GPS_0010_2003_12_08,28. ICM_GPS_Ev9;GPS_0011_2003_12_08,29. ICM_GPS_Ev9;GPS_0012_2003_12_08,30. ICM_GPS_Ev9;GPS_0013_2003_12_09,31. ICM_GPS_Ev9;GPS_0014_2007_10_24,32. ICM_GPS_Ev9;GPS_0015_2007_10_26,33. ICM_GPS_Ev9;GPS_0016_2007_10_23,34. ICM_JRV_Ev9;JRV_0003_2000_02_22,35. ICM_JRV_Ev9;JRV_0004_2000_02_22,36. ICM_JRV_Ev9;JRV_0005_2000_07_31,37. ICM_JRV_Ev9;JRV_0006_2000_07_31,38. ICM_JRV_Ev9;JRV_0007_2000_05_02,39. ICM_JRV_Ev9;JRV_0009_2000_05_02,40.ICM_JRV_Ev9;JRV_0010_2000_05_02,41. ICM_JRV_Ev9;JRV_0011_2000_05_02,42. ICM_JRV_Ev9;JRV_0012_2000_09_25,43. ICM_JRV_Ev9;JRV_0013_2000_09_25,44. ICM_JRV_Ev9;JRV_0014_2000_07_31,45. ICM_JRV_Ev9;JRV_0015_2000_09_25,46. ICM_JRV_Ev9;JRV_0016_2000_09_25,47. ICM_LCR_Ev9;LCR_0007_2009_01_13,48. ICM_WBS_Ev9;WBS_0001_2006_09_01,49. ICM_WBS_Ev9;WBS_0002_2006_09_01,50. ICM_WBS_Ev9;WBS_0003_2006_09_01,51. ICM_WBS_Ev9;WBS_0004_2006_09_01,52. ICM_WBS_Ev9;WBS_0005_2006_08_30,53. ICM_WBS_Ev9;WBS_0006_2006_09_02,54. ICM_WBS_Ev9;WBS_0007_2006_09_02,55. ICM_WBS_Ev9;WBS_0008_2006_09_02,56. ICM_WBS_Ev9;WBS_0009_2006_09_02
1273,Eukarya_03_84801,Eukarya,Fungi,Dikarya,Basidiomycota,Agaricomycetes,Hymenomycetidae,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1274,Eukarya_03_84812,Eukarya,Fungi,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1275,Eukarya_03_84935,Eukarya,Fungi,Dikarya,Ascomycota,Pezizomycetes,Pezizales,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1276,Eukarya_03_85005,Eukarya,Fungi,Dikarya,Basidiomycota,Agaricomycetes,Hymenomycetidae,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1277,Eukarya_03_85066,Eukarya,Fungi,Dikarya,Basidiomycota,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1278,Eukarya_03_85124,Eukarya,Fungi,Dikarya,Basidiomycota,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1279,Eukarya_03_85282,Eukarya,Fungi,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,Eukarya_03_85451,Eukarya,Fungi,Dikarya,Basidiomycota,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1281,Eukarya_03_85470,Eukarya,Fungi,Dikarya,Basidiomycota,Agaricostilbomycetes,Agaricostilbaceae,,Bensingtonia,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1282,Eukarya_03_85557,Eukarya,Fungi,Dikarya,Ascomycota,Eurotiomycetes,Eurotiales,,Bensingtonia,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1283,Eukarya_03_85604,Eukarya,Fungi,Dikarya,Ascomycota,Dothideomycetes,,,Bensingtonia,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1284,Eukarya_03_85609,Eukarya,Fungi,Dikarya,Basidiomycota,,,,Bensingtonia,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1285,Eukarya_03_85645,Eukarya,Fungi,,,,,,Bensingtonia,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1286,Eukarya_03_85682,Eukarya,Fungi,,,,,,Bensingtonia,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1287,Eukarya_03_85750,Eukarya,Fungi,Dikarya,Ascomycota,Pezizomycetes,Pezizales,,Bensingtonia,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288,Eukarya_03_85922,Eukarya,Fungi,Dikarya,Basidiomycota,Agaricomycetes,Hymenomycetidae,,Bensingtonia,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1289,Eukarya_03_85958,Eukarya,Fungi,Dikarya,Ascomycota,Pezizomycetes,Pezizales,,Bensingtonia,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1290,Eukarya_03_86127,Eukarya,Fungi,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1291,Eukarya_03_86149,Eukarya,Fungi,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1292,Eukarya_03_86361,Eukarya,Fungi,Dikarya,Basidiomycota,Agaricomycetes,Hymenomycetidae,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1293,Eukarya_03_86364,Eukarya,Fungi,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1294,Eukarya_03_86773,Eukarya,Fungi,Dikarya,Ascomycota,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1295,Eukarya_03_86936,Eukarya,Fungi,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1296,Eukarya_03_87146,Eukarya,Fungi,Dikarya,Ascomycota,Dothideomycetes,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1297,Eukarya_03_87235,Eukarya,Fungi,Dikarya,Basidiomycota,Agaricomycetes,Hymenomycetidae,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298,Eukarya_03_87254,Eukarya,Fungi,Dikarya,Ascomycota,Eurotiomycetes,Eurotiales,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299,Eukarya_03_87595,Eukarya,Fungi,Dikarya,Basidiomycota,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1300,Eukarya_03_87650,Eukarya,Fungi,Dikarya,Ascomycota,Eurotiomycetes,Eurotiales,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1301,Eukarya_03_88185,Eukarya,Fungi,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1302,Eukarya_03_88479,Eukarya,Fungi,Dikarya,Ascomycota,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1303,Eukarya_03_88491,Eukarya,Fungi,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1304,Eukarya_03_88537,Eukarya,Fungi,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1305,Eukarya_03_88734,Eukarya,Fungi,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1306,Eukarya_03_88755,Eukarya,Fungi,Dikarya,Basidiomycota,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1307,Eukarya_03_88761,Eukarya,Fungi,Dikarya,Ascomycota,Lecanoromycetes,Teloschistales,Caliciaceae,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1308,Eukarya_03_88799,Eukarya,Fungi,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1309,Eukarya_03_88895,Eukarya,Fungi,Dikarya,Ascomycota,Pezizomycetes,Pezizales,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,Eukarya_03_88922,Eukarya,Fungi,Dikarya,Ascomycota,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,Eukarya_03_88951,Eukarya,Fungi,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1312,Eukarya_03_89035,Eukarya,Fungi,Dikarya,Basidiomycota,Agaricomycetes,Hymenomycetidae,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1313,Eukarya_03_89081,Eukarya,Fungi,Zygomycota_1 et rel.,Zygomycota,Zygomycetes,Mucorales,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1314,Eukarya_03_89150,Eukarya,Fungi,Dikarya,Ascomycota,Eurotiomycetes,Eurotiales,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1315,Eukarya_03_89162,Eukarya,Fungi,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1316,Eukarya_03_89218,Eukarya,Fungi,Dikarya,Ascomycota,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1317,Eukarya_03_89256,Eukarya,Fungi,Dikarya,Ascomycota,Pezizomycetes,Pezizales,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1318,Eukarya_03_89289,Eukarya,Fungi,Dikarya,Ascomycota,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1319,Eukarya_03_89365,Eukarya,Fungi,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320,Eukarya_03_89381,Eukarya,Fungi,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321,Eukarya_03_89391,Eukarya,Fungi,Dikarya,Basidiomycota,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1322,Eukarya_03_89438,Eukarya,Fungi,Dikarya,Ascomycota,Eurotiomycetes,Eurotiales,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1323,Eukarya_03_89608,Eukarya,Fungi,Dikarya,Basidiomycota,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1324,Eukarya_03_89627,Eukarya,Fungi,Dikarya,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1325,Eukarya_03_89649,Eukarya,Fungi,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1326,Eukarya_03_89763,Eukarya,Fungi,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1327,Eukarya_03_89808,Eukarya,Fungi,Dikarya,Basidiomycota,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1328,Eukarya_03_90271,Eukarya,Fungi,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1329,Eukarya_03_90318,Eukarya,Fungi,Dikarya,Basidiomycota,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1330,Eukarya_03_90346,Eukarya,Fungi,Dikarya,Ascomycota,Eurotiomycetes,Eurotiales,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1331,Eukarya_03_90470,Eukarya,Fungi,Dikarya,Ascomycota,Lecanoromycetes,Agyriales,Agyriaceae,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1332,Eukarya_03_90669,Eukarya,Fungi,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1333,Eukarya_03_90743,Eukarya,Fungi,Dikarya,Ascomycota,Pezizomycetes,Pezizales,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1334,Eukarya_03_90767,Eukarya,Fungi,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1335,Eukarya_03_90790,Eukarya,Fungi,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1336,Eukarya_03_90999,Eukarya,Fungi,Dikarya,Ascomycota,Pezizomycetes,Pezizales,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1337,Eukarya_03_91060,Eukarya,Fungi,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338,Eukarya_03_91089,Eukarya,Fungi,Dikarya,Ascomycota,Pezizomycetes,Pezizales,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1339,Eukarya_03_91226,Eukarya,Fungi,Dikarya,Basidiomycota,Agaricomycetes,Hymenomycetidae,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1340,Eukarya_03_91248,Eukarya,Fungi,Dikarya,Ascomycota,Dothideomycetes,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1341,Eukarya_03_91314,Eukarya,Fungi,Dikarya,Ascomycota,Pezizomycetes,Pezizales,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1342,Eukarya_03_91322,Eukarya,Fungi,Dikarya,Ascomycota,Pezizomycetes,Pezizales,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1343,Eukarya_03_91431,Eukarya,Fungi,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1344,Eukarya_03_91476,Eukarya,Fungi,Dikarya,Ascomycota,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1345,Eukarya_03_91868,Eukarya,Fungi,Dikarya,Ascomycota,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1346,Eukarya_03_91874,Eukarya,Fungi,Dikarya,Basidiomycota,Agaricomycetes,Hymenomycetidae,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1347,Eukarya_03_91971,Eukarya,Fungi,Dikarya,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1348,Eukarya_03_91975,Eukarya,Fungi,Dikarya,Ascomycota,Pezizomycetes,Pezizales,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
